"Abundance","Biomass","Family","Genus","Species","SampleDescription","Plot","Latitude","Longitude","DepthElevation","Day","Month","Year","StudyID"
2,"","Salticidae","Neon","reticulatus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_1992","",50.931,5.626,"","","","1992",""
1,"","Tetragnathidae","Pachygnatha","clercki","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_1992","",50.931,5.626,"","","","1992",""
1,"","Theridiidae","Laseola","tristis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_1992","",50.931,5.626,"","","","1992",""
6,"","Theridiidae","Robertus","lividus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_1992","",50.931,5.626,"","","","1992",""
2,"","Theridiidae","Thenoë","minutissima","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_1992","",50.931,5.626,"","","","1992",""
3,"","Zoridae","Zora","spinimana","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_1992","",50.931,5.626,"","","","1992",""
20,"","Agelenidae","Malthonica","picta","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
3,"","Araneidae","Hypsosinga","sanguinea","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Araneidae","Mangora","acalypha","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Araneidae","Neoscona","adianta","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Clubionidae","Clubiona","subtilis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
44,"","Gnaphosidae","Drassodes","cupreus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
7,"","Gnaphosidae","Drassodes","pubescens","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Gnaphosidae","Drassyllus","lutetianus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Gnaphosidae","Drassyllus","praeficus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
9,"","Gnaphosidae","Drassyllus","pusillus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Gnaphosidae","Gnaphosa","leporina","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
10,"","Gnaphosidae","Haplodrassus","signifer","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
2,"","Gnaphosidae","Haplodrassus","silvestris","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
17,"","Gnaphosidae","Zelotes","latreillei","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
15,"","Gnaphosidae","Zelotes","petrensis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
4,"","Gnaphosidae","Zelotes","subterraneus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
50,"","Hahniidae","Antistea","elegans","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
2,"","Hahniidae","Hahnia","helveola","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
6,"","Hahniidae","Hahnia","montana","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
2,"","Hahniidae","Hahnia","nava","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
34,"","Linyphiidae","Bathyphantes","gracilis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
5,"","Linyphiidae","Bathyphantes","parvulus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
19,"","Linyphiidae","Centromerita","concinna","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
6,"","Linyphiidae","Centromerus","dilutus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
2,"","Linyphiidae","Centromerus","sylvaticus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
6,"","Linyphiidae","Erigone","atra","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
2,"","Linyphiidae","Erigone","dentipalpis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
2,"","Linyphiidae","Gonatium","rubens","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Linyphiidae","Micrargus","herbigradus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Linyphiidae","Oedothorax","retusus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
15,"","Linyphiidae","Palliduphantes","ericaeus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
18,"","Linyphiidae","Pocadicnemis","pumila","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
7,"","Linyphiidae","Saaristoa","abnormis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
3,"","Linyphiidae","Stemonyphantes","lineatus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
2,"","Linyphiidae","Tallusia","experta","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
79,"","Linyphiidae","Tenuiphantes","mengei","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
20,"","Linyphiidae","Tenuiphantes","tenuis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
2,"","Linyphiidae","Walckenaeria","acuminata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
25,"","Linyphiidae","Walckenaeria","alticeps","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
6,"","Linyphiidae","Walckenaeria","antica","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
22,"","Linyphiidae","Walckenaeria","atrotibialis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Linyphiidae","Walckenaeria","nodosa","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
2,"","Linyphiidae","Walckenaeria","nudipalpis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Linyphiidae","Walckenaeria","obtusa","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
6,"","Liocranidae","Agroeca","brunnea","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
114,"","Liocranidae","Agroeca","proxima","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
22,"","Liocranidae","Phrurolithus","festivus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
4,"","Lycosidae","Alopecosa","cuneata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
34,"","Lycosidae","Alopecosa","pulverulenta","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
36,"","Lycosidae","Arctosa","leopardus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Lycosidae","Aulonia","albimana","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
40,"","Lycosidae","Hygrolycosa","rubrofasciata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Lycosidae","Pardosa","hortensis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Lycosidae","Pardosa","lugubris","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Lycosidae","Pardosa","monticola","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
269,"","Lycosidae","Pardosa","nigriceps","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Lycosidae","Pardosa","palustris","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
10,"","Lycosidae","Pardosa","prativaga","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
485,"","Lycosidae","Pardosa","pullata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
75,"","Lycosidae","Pirata","hygrophilus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
55,"","Lycosidae","Pirata","latitans","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
3,"","Lycosidae","Pirata","tenuitarsis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
217,"","Lycosidae","Pirata","uliginosus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
102,"","Lycosidae","Trochosa","terricola","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Lycosidae","Xerolycosa","nemoralis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
2,"","Mimetidae","Ero","furcata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Philodromidae","Tibellus","oblongus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
15,"","Pisauridae","Dolomedes","fimbriatus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
10,"","Salticidae","Euophrys","frontalis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
11,"","Salticidae","Evarcha","arcuata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
2,"","Salticidae","Neon","reticulatus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
3,"","Tetragnathidae","Pachygnatha","listeri","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Theridiidae","Asagena","phalerata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
3,"","Theridiidae","Crustulina","guttata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Theridiidae","Enoplognatha","thoracica","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
3,"","Theridiidae","Euryopsis","flavomaculata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
5,"","Theridiidae","Robertus","lividus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
2,"","Thomisidae","Xysticus","erraticus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
21,"","Zoridae","Zora","spinimana","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2001","",50.931,5.626,"","","","2001",""
1,"","Gnaphosidae","Haplodrassus","signifer","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2012","",50.931,5.626,"","","","2012",""
1,"","Gnaphosidae","Phaeocedus","braccatus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2012","",50.931,5.626,"","","","2012",""
1,"","Gnaphosidae","Zelotes","latreillei","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2012","",50.931,5.626,"","","","2012",""
9,"","Gnaphosidae","Zelotes","petrensis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2012","",50.931,5.626,"","","","2012",""
3,"","Hahniidae","Hahnia","montana","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2012","",50.931,5.626,"","","","2012",""
1,"","Linyphiidae","Walckenaeria","atrotibialis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2012","",50.931,5.626,"","","","2012",""
51,"","Liocranidae","Agroeca","proxima","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2012","",50.931,5.626,"","","","2012",""
1,"","Lycosidae","Hygrolycosa","rubrofasciata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2012","",50.931,5.626,"","","","2012",""
12,"","Lycosidae","Pardosa","nigriceps","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2012","",50.931,5.626,"","","","2012",""
14,"","Lycosidae","Pardosa","pullata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2012","",50.931,5.626,"","","","2012",""
4,"","Lycosidae","Pirata","hygrophilus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2012","",50.931,5.626,"","","","2012",""
17,"","Lycosidae","Trochosa","terricola","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2012","",50.931,5.626,"","","","2012",""
1,"","Oxyopidae","Oxyopes","ramosus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2012","",50.931,5.626,"","","","2012",""
10,"","Agelenidae","Agelena","labyrinthica","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
14,"","Agelenidae","Malthonica","picta","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Araneidae","Hypsosinga","albovittata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Atypidae","Atypus","affinis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
18,"","Gnaphosidae","Drassodes","cupreus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
3,"","Gnaphosidae","Drassyllus","praeficus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
8,"","Gnaphosidae","Drassyllus","pusillus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Gnaphosidae","Haplodrassus","dalmatensis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
26,"","Gnaphosidae","Haplodrassus","signifer","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
3,"","Gnaphosidae","Haplodrassus","umbratilis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Gnaphosidae","Trachyzelotes","pedestris","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
10,"","Gnaphosidae","Zelotes","latreillei","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
11,"","Gnaphosidae","Zelotes","petrensis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
2,"","Gnaphosidae","Zelotes","subterraneus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Hahniidae","Hahnia","helveola","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
2,"","Hahniidae","Hahnia","montana","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Hahniidae","Hahnia","nava","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
5,"","Linyphiidae","Gonatium","rubens","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
5,"","Linyphiidae","Gongylidiellum","latebricola","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
2,"","Linyphiidae","Gongylidiellum","vivum","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Linyphiidae","Mermessus","trilobata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Linyphiidae","Micrargus","herbigradus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Linyphiidae","Neriene","clathrata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
3,"","Linyphiidae","Palliduphantes","ericaeus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
3,"","Linyphiidae","Peponocranium","ludricum","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
3,"","Linyphiidae","Pocadicnemis","pumila","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Linyphiidae","Saaristoa","abnormis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
6,"","Linyphiidae","Stemonyphantes","lineatus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Linyphiidae","Taranucnus","setosus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
8,"","Linyphiidae","Tenuiphantes","mengei","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
2,"","Linyphiidae","Tenuiphantes","tenuis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Linyphiidae","Thyreosthenius","biovatus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
2,"","Linyphiidae","Walckenaeria","antica","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
3,"","Linyphiidae","Walckenaeria","atrotibialis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Linyphiidae","Walckenaeria","cucullata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
9,"","Liocranidae","Agroeca","brunnea","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Liocranidae","Agroeca","dentigera","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
22,"","Liocranidae","Agroeca","proxima","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
3,"","Liocranidae","Phrurolithus","festivus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
3,"","Lycosidae","Alopecosa","barbipes","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
8,"","Lycosidae","Alopecosa","cuneata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
40,"","Lycosidae","Alopecosa","pulverulenta","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Lycosidae","Arctosa","leopardus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
4,"","Lycosidae","Aulonia","albimana","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
16,"","Lycosidae","Hygrolycosa","rubrofasciata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
25,"","Lycosidae","Pardosa","lugubris","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Lycosidae","Pardosa","monticola","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
124,"","Lycosidae","Pardosa","nigriceps","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
3,"","Lycosidae","Pardosa","palustris","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
2,"","Lycosidae","Pardosa","prativaga","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
147,"","Lycosidae","Pardosa","pullata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
17,"","Lycosidae","Pirata","hygrophilus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
7,"","Lycosidae","Pirata","latitans","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
32,"","Lycosidae","Pirata","uliginosus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Lycosidae","Trochosa","spinipalpis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
88,"","Lycosidae","Trochosa","terricola","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Lycosidae","Xerolycosa","nemoralis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Mimetidae","Ero","furcata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
2,"","Oxyopidae","Oxyopes","ramosus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Philodromidae","Philodromus","histrio","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
2,"","Pisauridae","Dolomedes","fimbriatus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
9,"","Pisauridae","Pisaura","mirabilis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
2,"","Salticidae","Euophrys","frontalis","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
2,"","Salticidae","Evarcha","arcuata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
10,"","Salticidae","Pellenes","tripunctatus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Salticidae","Sibianor","aurocinctus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Segestriidae","Segestria","senoculata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
2,"","Theridiidae","Asagena","phalerata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
3,"","Theridiidae","Enoplognatha","thoracica","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
2,"","Theridiidae","Euryopsis","flavomaculata","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
3,"","Theridiidae","Robertus","lividus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Theridiidae","Theridion","uhlighi","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Thomisidae","Xysticus","cristatus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
2,"","Thomisidae","Xysticus","erraticus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
1,"","Thomisidae","Xysticus","ferrugineus","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
4,"","Zoridae","Zora","spinimana","LTER_HogeKempenNationalPark_Arachnids_50.931_5.626_2013","",50.931,5.626,"","","","2013",""
